"x","y","color","zone","maize.zone"
0,119,"white","Empty","Empty"
0,118,"white","Empty","Empty"
0,117,"white","Empty","Empty"
0,116,"white","Empty","Empty"
0,115,"white","Empty","Empty"
0,114,"white","Empty","Empty"
0,113,"white","Empty","Empty"
0,112,"white","Empty","Empty"
0,111,"white","Empty","Empty"
0,110,"white","Empty","Empty"
0,109,"white","Empty","Empty"
0,108,"white","Empty","Empty"
0,107,"white","Empty","Empty"
0,106,"white","Empty","Empty"
0,105,"white","Empty","Empty"
0,104,"yellow","Natural","No_Yield"
0,103,"yellow","Natural","No_Yield"
0,102,"white","Empty","Empty"
0,101,"white","Empty","Empty"
0,100,"white","Empty","Empty"
0,99,"white","Empty","Empty"
0,98,"white","Empty","Empty"
0,97,"white","Empty","Empty"
0,96,"white","Empty","Empty"
0,95,"white","Empty","Empty"
0,94,"white","Empty","Empty"
0,93,"white","Empty","Empty"
0,92,"white","Empty","Empty"
0,91,"white","Empty","Empty"
0,90,"white","Empty","Empty"
0,89,"white","Empty","Empty"
0,88,"white","Empty","Empty"
0,87,"white","Empty","Empty"
0,86,"white","Empty","Empty"
0,85,"white","Empty","Empty"
0,84,"white","Empty","Empty"
0,83,"white","Empty","Empty"
0,82,"white","Empty","Empty"
0,81,"white","Empty","Empty"
0,80,"white","Empty","Empty"
0,79,"white","Empty","Empty"
0,78,"white","Empty","Empty"
0,77,"white","Empty","Empty"
0,76,"white","Empty","Empty"
0,75,"white","Empty","Empty"
0,74,"white","Empty","Empty"
0,73,"white","Empty","Empty"
0,72,"white","Empty","Empty"
0,71,"white","Empty","Empty"
0,70,"white","Empty","Empty"
0,69,"white","Empty","Empty"
0,68,"white","Empty","Empty"
0,67,"white","Empty","Empty"
0,66,"white","Empty","Empty"
0,65,"white","Empty","Empty"
0,64,"white","Empty","Empty"
0,63,"white","Empty","Empty"
0,62,"white","Empty","Empty"
0,61,"white","Empty","Empty"
0,60,"white","Empty","Empty"
0,59,"white","Empty","Empty"
0,58,"white","Empty","Empty"
0,57,"white","Empty","Empty"
0,56,"white","Empty","Empty"
0,55,"white","Empty","Empty"
0,54,"white","Empty","Empty"
0,53,"white","Empty","Empty"
0,52,"white","Empty","Empty"
0,51,"white","Empty","Empty"
0,50,"white","Empty","Empty"
0,49,"white","Empty","Empty"
0,48,"white","Empty","Empty"
0,47,"white","Empty","Empty"
0,46,"white","Empty","Empty"
0,45,"white","Empty","Empty"
0,44,"white","Empty","Empty"
0,43,"white","Empty","Empty"
0,42,"white","Empty","Empty"
0,41,"white","Empty","Empty"
0,40,"white","Empty","Empty"
0,39,"white","Empty","Empty"
0,38,"white","Empty","Empty"
0,37,"white","Empty","Empty"
0,36,"white","Empty","Empty"
0,35,"white","Empty","Empty"
0,34,"white","Empty","Empty"
0,33,"white","Empty","Empty"
0,32,"white","Empty","Empty"
0,31,"white","Empty","Empty"
0,30,"white","Empty","Empty"
0,29,"white","Empty","Empty"
0,28,"white","Empty","Empty"
0,27,"white","Empty","Empty"
0,26,"white","Empty","Empty"
0,25,"white","Empty","Empty"
0,24,"white","Empty","Empty"
0,23,"white","Empty","Empty"
0,22,"white","Empty","Empty"
0,21,"white","Empty","Empty"
0,20,"white","Empty","Empty"
0,19,"white","Empty","Empty"
0,18,"white","Empty","Empty"
0,17,"white","Empty","Empty"
0,16,"white","Empty","Empty"
0,15,"white","Empty","Empty"
0,14,"white","Empty","Empty"
0,13,"white","Empty","Empty"
0,12,"white","Empty","Empty"
0,11,"white","Empty","Empty"
0,10,"white","Empty","Empty"
0,9,"white","Empty","Empty"
0,8,"white","Empty","Empty"
0,7,"white","Empty","Empty"
0,6,"white","Empty","Empty"
0,5,"white","Empty","Empty"
0,4,"white","Empty","Empty"
0,3,"white","Empty","Empty"
0,2,"white","Empty","Empty"
0,1,"white","Empty","Empty"
0,0,"white","Empty","Empty"
1,119,"white","Empty","Empty"
1,118,"white","Empty","Empty"
1,117,"white","Empty","Empty"
1,116,"white","Empty","Empty"
1,115,"white","Empty","Empty"
1,114,"white","Empty","Empty"
1,113,"white","Empty","Empty"
1,112,"white","Empty","Empty"
1,111,"white","Empty","Empty"
1,110,"white","Empty","Empty"
1,109,"white","Empty","Empty"
1,108,"white","Empty","Empty"
1,107,"yellow","Natural","No_Yield"
1,106,"yellow","Natural","No_Yield"
1,105,"yellow","Natural","No_Yield"
1,104,"yellow","Natural","No_Yield"
1,103,"yellow","Natural","No_Yield"
1,102,"yellow","Natural","No_Yield"
1,101,"yellow","Natural","No_Yield"
1,100,"yellow","Natural","No_Yield"
1,99,"white","Empty","Empty"
1,98,"white","Empty","Empty"
1,97,"white","Empty","Empty"
1,96,"white","Empty","Empty"
1,95,"white","Empty","Empty"
1,94,"white","Empty","Empty"
1,93,"white","Empty","Empty"
1,92,"white","Empty","Empty"
1,91,"white","Empty","Empty"
1,90,"white","Empty","Empty"
1,89,"white","Empty","Empty"
1,88,"white","Empty","Empty"
1,87,"white","Empty","Empty"
1,86,"white","Empty","Empty"
1,85,"white","Empty","Empty"
1,84,"white","Empty","Empty"
1,83,"white","Empty","Empty"
1,82,"white","Empty","Empty"
1,81,"white","Empty","Empty"
1,80,"white","Empty","Empty"
1,79,"white","Empty","Empty"
1,78,"white","Empty","Empty"
1,77,"white","Empty","Empty"
1,76,"white","Empty","Empty"
1,75,"white","Empty","Empty"
1,74,"white","Empty","Empty"
1,73,"white","Empty","Empty"
1,72,"white","Empty","Empty"
1,71,"white","Empty","Empty"
1,70,"white","Empty","Empty"
1,69,"white","Empty","Empty"
1,68,"white","Empty","Empty"
1,67,"white","Empty","Empty"
1,66,"white","Empty","Empty"
1,65,"white","Empty","Empty"
1,64,"white","Empty","Empty"
1,63,"white","Empty","Empty"
1,62,"white","Empty","Empty"
1,61,"white","Empty","Empty"
1,60,"white","Empty","Empty"
1,59,"white","Empty","Empty"
1,58,"white","Empty","Empty"
1,57,"white","Empty","Empty"
1,56,"white","Empty","Empty"
1,55,"white","Empty","Empty"
1,54,"white","Empty","Empty"
1,53,"white","Empty","Empty"
1,52,"white","Empty","Empty"
1,51,"white","Empty","Empty"
1,50,"white","Empty","Empty"
1,49,"white","Empty","Empty"
1,48,"white","Empty","Empty"
1,47,"white","Empty","Empty"
1,46,"white","Empty","Empty"
1,45,"white","Empty","Empty"
1,44,"white","Empty","Empty"
1,43,"white","Empty","Empty"
1,42,"white","Empty","Empty"
1,41,"white","Empty","Empty"
1,40,"white","Empty","Empty"
1,39,"white","Empty","Empty"
1,38,"white","Empty","Empty"
1,37,"white","Empty","Empty"
1,36,"white","Empty","Empty"
1,35,"white","Empty","Empty"
1,34,"white","Empty","Empty"
1,33,"white","Empty","Empty"
1,32,"white","Empty","Empty"
1,31,"white","Empty","Empty"
1,30,"white","Empty","Empty"
1,29,"white","Empty","Empty"
1,28,"white","Empty","Empty"
1,27,"white","Empty","Empty"
1,26,"white","Empty","Empty"
1,25,"white","Empty","Empty"
1,24,"white","Empty","Empty"
1,23,"white","Empty","Empty"
1,22,"white","Empty","Empty"
1,21,"white","Empty","Empty"
1,20,"white","Empty","Empty"
1,19,"white","Empty","Empty"
1,18,"white","Empty","Empty"
1,17,"white","Empty","Empty"
1,16,"white","Empty","Empty"
1,15,"white","Empty","Empty"
1,14,"white","Empty","Empty"
1,13,"white","Empty","Empty"
1,12,"white","Empty","Empty"
1,11,"white","Empty","Empty"
1,10,"white","Empty","Empty"
1,9,"white","Empty","Empty"
1,8,"white","Empty","Empty"
1,7,"white","Empty","Empty"
1,6,"white","Empty","Empty"
1,5,"white","Empty","Empty"
1,4,"white","Empty","Empty"
1,3,"white","Empty","Empty"
1,2,"white","Empty","Empty"
1,1,"white","Empty","Empty"
1,0,"white","Empty","Empty"
2,119,"white","Empty","Empty"
2,118,"white","Empty","Empty"
2,117,"white","Empty","Empty"
2,116,"white","Empty","Empty"
2,115,"white","Empty","Empty"
2,114,"white","Empty","Empty"
2,113,"white","Empty","Empty"
2,112,"white","Empty","Empty"
2,111,"white","Empty","Empty"
2,110,"white","Empty","Empty"
2,109,"white","Empty","Empty"
2,108,"yellow","Natural","No_Yield"
2,107,"yellow","Natural","No_Yield"
2,106,"yellow","Natural","No_Yield"
2,105,"yellow","Natural","No_Yield"
2,104,"yellow","Natural","No_Yield"
2,103,"yellow","Natural","No_Yield"
2,102,"yellow","Natural","No_Yield"
2,101,"yellow","Natural","No_Yield"
2,100,"yellow","Natural","No_Yield"
2,99,"yellow","Natural","No_Yield"
2,98,"yellow","Natural","No_Yield"
2,97,"yellow","Natural","No_Yield"
2,96,"yellow","Natural","No_Yield"
2,95,"yellow","Natural","No_Yield"
2,94,"yellow","Natural","No_Yield"
2,93,"yellow","Natural","No_Yield"
2,92,"yellow","Natural","No_Yield"
2,91,"yellow","Natural","No_Yield"
2,90,"yellow","Natural","No_Yield"
2,89,"yellow","Natural","No_Yield"
2,88,"yellow","Natural","No_Yield"
2,87,"yellow","Natural","No_Yield"
2,86,"yellow","Natural","No_Yield"
2,85,"yellow","Natural","No_Yield"
2,84,"yellow","Natural","No_Yield"
2,83,"yellow","Natural","No_Yield"
2,82,"white","Empty","Empty"
2,81,"white","Empty","Empty"
2,80,"white","Empty","Empty"
2,79,"white","Empty","Empty"
2,78,"white","Empty","Empty"
2,77,"white","Empty","Empty"
2,76,"white","Empty","Empty"
2,75,"white","Empty","Empty"
2,74,"white","Empty","Empty"
2,73,"white","Empty","Empty"
2,72,"white","Empty","Empty"
2,71,"white","Empty","Empty"
2,70,"white","Empty","Empty"
2,69,"white","Empty","Empty"
2,68,"white","Empty","Empty"
2,67,"white","Empty","Empty"
2,66,"white","Empty","Empty"
2,65,"white","Empty","Empty"
2,64,"white","Empty","Empty"
2,63,"white","Empty","Empty"
2,62,"white","Empty","Empty"
2,61,"white","Empty","Empty"
2,60,"white","Empty","Empty"
2,59,"white","Empty","Empty"
2,58,"white","Empty","Empty"
2,57,"white","Empty","Empty"
2,56,"white","Empty","Empty"
2,55,"white","Empty","Empty"
2,54,"white","Empty","Empty"
2,53,"white","Empty","Empty"
2,52,"white","Empty","Empty"
2,51,"white","Empty","Empty"
2,50,"white","Empty","Empty"
2,49,"white","Empty","Empty"
2,48,"white","Empty","Empty"
2,47,"white","Empty","Empty"
2,46,"white","Empty","Empty"
2,45,"white","Empty","Empty"
2,44,"white","Empty","Empty"
2,43,"white","Empty","Empty"
2,42,"white","Empty","Empty"
2,41,"white","Empty","Empty"
2,40,"white","Empty","Empty"
2,39,"white","Empty","Empty"
2,38,"white","Empty","Empty"
2,37,"white","Empty","Empty"
2,36,"white","Empty","Empty"
2,35,"white","Empty","Empty"
2,34,"white","Empty","Empty"
2,33,"white","Empty","Empty"
2,32,"white","Empty","Empty"
2,31,"white","Empty","Empty"
2,30,"white","Empty","Empty"
2,29,"white","Empty","Empty"
2,28,"white","Empty","Empty"
2,27,"white","Empty","Empty"
2,26,"white","Empty","Empty"
2,25,"white","Empty","Empty"
2,24,"white","Empty","Empty"
2,23,"white","Empty","Empty"
2,22,"white","Empty","Empty"
2,21,"white","Empty","Empty"
2,20,"white","Empty","Empty"
2,19,"white","Empty","Empty"
2,18,"white","Empty","Empty"
2,17,"white","Empty","Empty"
2,16,"white","Empty","Empty"
2,15,"white","Empty","Empty"
2,14,"white","Empty","Empty"
2,13,"white","Empty","Empty"
2,12,"white","Empty","Empty"
2,11,"white","Empty","Empty"
2,10,"white","Empty","Empty"
2,9,"white","Empty","Empty"
2,8,"white","Empty","Empty"
2,7,"white","Empty","Empty"
2,6,"white","Empty","Empty"
2,5,"white","Empty","Empty"
2,4,"white","Empty","Empty"
2,3,"white","Empty","Empty"
2,2,"white","Empty","Empty"
2,1,"white","Empty","Empty"
2,0,"white","Empty","Empty"
3,119,"white","Empty","Empty"
3,118,"white","Empty","Empty"
3,117,"white","Empty","Empty"
3,116,"white","Empty","Empty"
3,115,"white","Empty","Empty"
3,114,"white","Empty","Empty"
3,113,"white","Empty","Empty"
3,112,"white","Empty","Empty"
3,111,"white","Empty","Empty"
3,110,"white","Empty","Empty"
3,109,"white","Empty","Empty"
3,108,"yellow","Natural","No_Yield"
3,107,"yellow","Natural","No_Yield"
3,106,"yellow","Natural","No_Yield"
3,105,"yellow","Natural","No_Yield"
3,104,"yellow","Natural","No_Yield"
3,103,"yellow","Natural","No_Yield"
3,102,"yellow","Natural","No_Yield"
3,101,"yellow","Natural","No_Yield"
3,100,"yellow","Natural","No_Yield"
3,99,"yellow","Natural","No_Yield"
3,98,"yellow","Natural","No_Yield"
3,97,"yellow","Natural","No_Yield"
3,96,"yellow","Natural","No_Yield"
3,95,"yellow","Natural","No_Yield"
3,94,"yellow","Natural","No_Yield"
3,93,"yellow","Natural","No_Yield"
3,92,"yellow","Natural","No_Yield"
3,91,"yellow","Natural","No_Yield"
3,90,"yellow","Natural","No_Yield"
3,89,"yellow","Natural","No_Yield"
3,88,"yellow","Natural","No_Yield"
3,87,"yellow","Natural","No_Yield"
3,86,"yellow","Natural","No_Yield"
3,85,"yellow","Natural","No_Yield"
3,84,"yellow","Natural","No_Yield"
3,83,"yellow","Natural","No_Yield"
3,82,"yellow","Natural","No_Yield"
3,81,"yellow","Natural","No_Yield"
3,80,"white","Empty","Empty"
3,79,"white","Empty","Empty"
3,78,"white","Empty","Empty"
3,77,"white","Empty","Empty"
3,76,"white","Empty","Empty"
3,75,"white","Empty","Empty"
3,74,"white","Empty","Empty"
3,73,"white","Empty","Empty"
3,72,"white","Empty","Empty"
3,71,"white","Empty","Empty"
3,70,"white","Empty","Empty"
3,69,"white","Empty","Empty"
3,68,"white","Empty","Empty"
3,67,"white","Empty","Empty"
3,66,"white","Empty","Empty"
3,65,"white","Empty","Empty"
3,64,"white","Empty","Empty"
3,63,"white","Empty","Empty"
3,62,"white","Empty","Empty"
3,61,"white","Empty","Empty"
3,60,"white","Empty","Empty"
3,59,"white","Empty","Empty"
3,58,"white","Empty","Empty"
3,57,"white","Empty","Empty"
3,56,"white","Empty","Empty"
3,55,"white","Empty","Empty"
3,54,"white","Empty","Empty"
3,53,"white","Empty","Empty"
3,52,"white","Empty","Empty"
3,51,"white","Empty","Empty"
3,50,"white","Empty","Empty"
3,49,"white","Empty","Empty"
3,48,"white","Empty","Empty"
3,47,"white","Empty","Empty"
3,46,"white","Empty","Empty"
3,45,"white","Empty","Empty"
3,44,"white","Empty","Empty"
3,43,"white","Empty","Empty"
3,42,"white","Empty","Empty"
3,41,"white","Empty","Empty"
3,40,"white","Empty","Empty"
3,39,"white","Empty","Empty"
3,38,"white","Empty","Empty"
3,37,"white","Empty","Empty"
3,36,"white","Empty","Empty"
3,35,"white","Empty","Empty"
3,34,"white","Empty","Empty"
3,33,"white","Empty","Empty"
3,32,"white","Empty","Empty"
3,31,"white","Empty","Empty"
3,30,"white","Empty","Empty"
3,29,"white","Empty","Empty"
3,28,"white","Empty","Empty"
3,27,"white","Empty","Empty"
3,26,"white","Empty","Empty"
3,25,"white","Empty","Empty"
3,24,"white","Empty","Empty"
3,23,"white","Empty","Empty"
3,22,"white","Empty","Empty"
3,21,"white","Empty","Empty"
3,20,"white","Empty","Empty"
3,19,"white","Empty","Empty"
3,18,"white","Empty","Empty"
3,17,"white","Empty","Empty"
3,16,"white","Empty","Empty"
3,15,"white","Empty","Empty"
3,14,"white","Empty","Empty"
3,13,"white","Empty","Empty"
3,12,"white","Empty","Empty"
3,11,"white","Empty","Empty"
3,10,"white","Empty","Empty"
3,9,"white","Empty","Empty"
3,8,"white","Empty","Empty"
3,7,"white","Empty","Empty"
3,6,"white","Empty","Empty"
3,5,"white","Empty","Empty"
3,4,"white","Empty","Empty"
3,3,"white","Empty","Empty"
3,2,"white","Empty","Empty"
3,1,"white","Empty","Empty"
3,0,"white","Empty","Empty"
4,119,"white","Empty","Empty"
4,118,"white","Empty","Empty"
4,117,"white","Empty","Empty"
4,116,"white","Empty","Empty"
4,115,"white","Empty","Empty"
4,114,"white","Empty","Empty"
4,113,"white","Empty","Empty"
4,112,"white","Empty","Empty"
4,111,"white","Empty","Empty"
4,110,"white","Empty","Empty"
4,109,"yellow","Natural","No_Yield"
4,108,"yellow","Natural","No_Yield"
4,107,"yellow","Natural","No_Yield"
4,106,"yellow","Natural","No_Yield"
4,105,"yellow","Natural","No_Yield"
4,104,"yellow","Natural","No_Yield"
4,103,"yellow","Natural","No_Yield"
4,102,"yellow","Natural","No_Yield"
4,101,"yellow","Natural","No_Yield"
4,100,"yellow","Natural","No_Yield"
4,99,"yellow","Natural","No_Yield"
4,98,"yellow","Natural","No_Yield"
4,97,"yellow","Natural","No_Yield"
4,96,"yellow","Natural","No_Yield"
4,95,"yellow","Natural","No_Yield"
4,94,"yellow","Natural","No_Yield"
4,93,"yellow","Natural","No_Yield"
4,92,"yellow","Natural","No_Yield"
4,91,"yellow","Natural","No_Yield"
4,90,"yellow","Natural","No_Yield"
4,89,"yellow","Natural","No_Yield"
4,88,"yellow","Natural","No_Yield"
4,87,"yellow","Natural","No_Yield"
4,86,"yellow","Natural","No_Yield"
4,85,"yellow","Natural","No_Yield"
4,84,"yellow","Natural","No_Yield"
4,83,"yellow","Natural","No_Yield"
4,82,"yellow","Natural","No_Yield"
4,81,"yellow","Natural","No_Yield"
4,80,"yellow","Natural","No_Yield"
4,79,"yellow","Natural","No_Yield"
4,78,"white","Empty","Empty"
4,77,"white","Empty","Empty"
4,76,"white","Empty","Empty"
4,75,"white","Empty","Empty"
4,74,"white","Empty","Empty"
4,73,"white","Empty","Empty"
4,72,"white","Empty","Empty"
4,71,"white","Empty","Empty"
4,70,"white","Empty","Empty"
4,69,"white","Empty","Empty"
4,68,"white","Empty","Empty"
4,67,"white","Empty","Empty"
4,66,"white","Empty","Empty"
4,65,"white","Empty","Empty"
4,64,"white","Empty","Empty"
4,63,"white","Empty","Empty"
4,62,"white","Empty","Empty"
4,61,"white","Empty","Empty"
4,60,"white","Empty","Empty"
4,59,"white","Empty","Empty"
4,58,"white","Empty","Empty"
4,57,"white","Empty","Empty"
4,56,"white","Empty","Empty"
4,55,"white","Empty","Empty"
4,54,"white","Empty","Empty"
4,53,"white","Empty","Empty"
4,52,"white","Empty","Empty"
4,51,"white","Empty","Empty"
4,50,"white","Empty","Empty"
4,49,"white","Empty","Empty"
4,48,"white","Empty","Empty"
4,47,"white","Empty","Empty"
4,46,"white","Empty","Empty"
4,45,"white","Empty","Empty"
4,44,"white","Empty","Empty"
4,43,"white","Empty","Empty"
4,42,"white","Empty","Empty"
4,41,"white","Empty","Empty"
4,40,"white","Empty","Empty"
4,39,"white","Empty","Empty"
4,38,"white","Empty","Empty"
4,37,"white","Empty","Empty"
4,36,"white","Empty","Empty"
4,35,"white","Empty","Empty"
4,34,"white","Empty","Empty"
4,33,"white","Empty","Empty"
4,32,"white","Empty","Empty"
4,31,"white","Empty","Empty"
4,30,"white","Empty","Empty"
4,29,"white","Empty","Empty"
4,28,"white","Empty","Empty"
4,27,"white","Empty","Empty"
4,26,"white","Empty","Empty"
4,25,"white","Empty","Empty"
4,24,"white","Empty","Empty"
4,23,"white","Empty","Empty"
4,22,"white","Empty","Empty"
4,21,"white","Empty","Empty"
4,20,"white","Empty","Empty"
4,19,"white","Empty","Empty"
4,18,"white","Empty","Empty"
4,17,"white","Empty","Empty"
4,16,"white","Empty","Empty"
4,15,"white","Empty","Empty"
4,14,"white","Empty","Empty"
4,13,"white","Empty","Empty"
4,12,"white","Empty","Empty"
4,11,"white","Empty","Empty"
4,10,"white","Empty","Empty"
4,9,"white","Empty","Empty"
4,8,"white","Empty","Empty"
4,7,"white","Empty","Empty"
4,6,"white","Empty","Empty"
4,5,"white","Empty","Empty"
4,4,"white","Empty","Empty"
4,3,"white","Empty","Empty"
4,2,"white","Empty","Empty"
4,1,"white","Empty","Empty"
4,0,"white","Empty","Empty"
5,119,"white","Empty","Empty"
5,118,"white","Empty","Empty"
5,117,"white","Empty","Empty"
5,116,"white","Empty","Empty"
5,115,"white","Empty","Empty"
5,114,"white","Empty","Empty"
5,113,"white","Empty","Empty"
5,112,"white","Empty","Empty"
5,111,"white","Empty","Empty"
5,110,"white","Empty","Empty"
5,109,"yellow","Natural","No_Yield"
5,108,"yellow","Natural","No_Yield"
5,107,"yellow","Natural","No_Yield"
5,106,"yellow","Natural","No_Yield"
5,105,"yellow","Natural","No_Yield"
5,104,"yellow","Natural","No_Yield"
5,103,"yellow","Natural","No_Yield"
5,102,"yellow","Natural","No_Yield"
5,101,"yellow","Natural","No_Yield"
5,100,"yellow","Natural","No_Yield"
5,99,"yellow","Natural","No_Yield"
5,98,"yellow","Natural","No_Yield"
5,97,"yellow","Natural","No_Yield"
5,96,"yellow","Natural","No_Yield"
5,95,"yellow","Natural","No_Yield"
5,94,"yellow","Natural","No_Yield"
5,93,"yellow","Natural","No_Yield"
5,92,"yellow","Natural","No_Yield"
5,91,"yellow","Natural","No_Yield"
5,90,"yellow","Natural","No_Yield"
5,89,"yellow","Natural","No_Yield"
5,88,"yellow","Natural","No_Yield"
5,87,"yellow","Natural","No_Yield"
5,86,"yellow","Natural","No_Yield"
5,85,"yellow","Natural","No_Yield"
5,84,"yellow","Natural","No_Yield"
5,83,"yellow","Natural","No_Yield"
5,82,"yellow","Natural","No_Yield"
5,81,"yellow","Natural","No_Yield"
5,80,"yellow","Natural","No_Yield"
5,79,"yellow","Natural","No_Yield"
5,78,"yellow","Natural","No_Yield"
5,77,"white","Empty","Empty"
5,76,"white","Empty","Empty"
5,75,"white","Empty","Empty"
5,74,"white","Empty","Empty"
5,73,"white","Empty","Empty"
5,72,"white","Empty","Empty"
5,71,"white","Empty","Empty"
5,70,"white","Empty","Empty"
5,69,"white","Empty","Empty"
5,68,"white","Empty","Empty"
5,67,"white","Empty","Empty"
5,66,"white","Empty","Empty"
5,65,"white","Empty","Empty"
5,64,"white","Empty","Empty"
5,63,"white","Empty","Empty"
5,62,"white","Empty","Empty"
5,61,"white","Empty","Empty"
5,60,"white","Empty","Empty"
5,59,"white","Empty","Empty"
5,58,"white","Empty","Empty"
5,57,"white","Empty","Empty"
5,56,"white","Empty","Empty"
5,55,"white","Empty","Empty"
5,54,"white","Empty","Empty"
5,53,"white","Empty","Empty"
5,52,"white","Empty","Empty"
5,51,"white","Empty","Empty"
5,50,"white","Empty","Empty"
5,49,"white","Empty","Empty"
5,48,"white","Empty","Empty"
5,47,"white","Empty","Empty"
5,46,"white","Empty","Empty"
5,45,"white","Empty","Empty"
5,44,"white","Empty","Empty"
5,43,"white","Empty","Empty"
5,42,"white","Empty","Empty"
5,41,"white","Empty","Empty"
5,40,"white","Empty","Empty"
5,39,"white","Empty","Empty"
5,38,"white","Empty","Empty"
5,37,"white","Empty","Empty"
5,36,"white","Empty","Empty"
5,35,"white","Empty","Empty"
5,34,"white","Empty","Empty"
5,33,"white","Empty","Empty"
5,32,"white","Empty","Empty"
5,31,"white","Empty","Empty"
5,30,"white","Empty","Empty"
5,29,"white","Empty","Empty"
5,28,"white","Empty","Empty"
5,27,"white","Empty","Empty"
5,26,"white","Empty","Empty"
5,25,"white","Empty","Empty"
5,24,"white","Empty","Empty"
5,23,"white","Empty","Empty"
5,22,"white","Empty","Empty"
5,21,"white","Empty","Empty"
5,20,"white","Empty","Empty"
5,19,"white","Empty","Empty"
5,18,"white","Empty","Empty"
5,17,"white","Empty","Empty"
5,16,"white","Empty","Empty"
5,15,"white","Empty","Empty"
5,14,"white","Empty","Empty"
5,13,"white","Empty","Empty"
5,12,"white","Empty","Empty"
5,11,"white","Empty","Empty"
5,10,"white","Empty","Empty"
5,9,"white","Empty","Empty"
5,8,"white","Empty","Empty"
5,7,"white","Empty","Empty"
5,6,"white","Empty","Empty"
5,5,"white","Empty","Empty"
5,4,"white","Empty","Empty"
5,3,"white","Empty","Empty"
5,2,"white","Empty","Empty"
5,1,"white","Empty","Empty"
5,0,"white","Empty","Empty"
6,119,"white","Empty","Empty"
6,118,"white","Empty","Empty"
6,117,"white","Empty","Empty"
6,116,"white","Empty","Empty"
6,115,"white","Empty","Empty"
6,114,"white","Empty","Empty"
6,113,"white","Empty","Empty"
6,112,"white","Empty","Empty"
6,111,"yellow","Natural","No_Yield"
6,110,"yellow","Natural","No_Yield"
6,109,"yellow","Natural","No_Yield"
6,108,"yellow","Natural","No_Yield"
6,107,"yellow","Natural","No_Yield"
6,106,"yellow","Natural","No_Yield"
6,105,"yellow","Natural","No_Yield"
6,104,"yellow","Natural","No_Yield"
6,103,"yellow","Natural","No_Yield"
6,102,"yellow","Natural","No_Yield"
6,101,"yellow","Natural","No_Yield"
6,100,"yellow","Natural","No_Yield"
6,99,"yellow","Natural","No_Yield"
6,98,"yellow","Natural","No_Yield"
6,97,"yellow","Natural","No_Yield"
6,96,"yellow","Natural","No_Yield"
6,95,"yellow","Natural","No_Yield"
6,94,"yellow","Natural","No_Yield"
6,93,"yellow","Natural","No_Yield"
6,92,"yellow","Natural","No_Yield"
6,91,"yellow","Natural","No_Yield"
6,90,"yellow","Natural","No_Yield"
6,89,"yellow","Natural","No_Yield"
6,88,"yellow","Natural","No_Yield"
6,87,"yellow","Natural","No_Yield"
6,86,"yellow","Natural","No_Yield"
6,85,"yellow","Natural","No_Yield"
6,84,"yellow","Natural","No_Yield"
6,83,"yellow","Natural","No_Yield"
6,82,"yellow","Natural","No_Yield"
6,81,"yellow","Natural","No_Yield"
6,80,"yellow","Natural","No_Yield"
6,79,"yellow","Natural","No_Yield"
6,78,"yellow","Natural","No_Yield"
6,77,"yellow","Natural","No_Yield"
6,76,"white","Empty","Empty"
6,75,"white","Empty","Empty"
6,74,"white","Empty","Empty"
6,73,"white","Empty","Empty"
6,72,"white","Empty","Empty"
6,71,"white","Empty","Empty"
6,70,"white","Empty","Empty"
6,69,"white","Empty","Empty"
6,68,"white","Empty","Empty"
6,67,"white","Empty","Empty"
6,66,"white","Empty","Empty"
6,65,"white","Empty","Empty"
6,64,"white","Empty","Empty"
6,63,"white","Empty","Empty"
6,62,"white","Empty","Empty"
6,61,"white","Empty","Empty"
6,60,"white","Empty","Empty"
6,59,"white","Empty","Empty"
6,58,"white","Empty","Empty"
6,57,"white","Empty","Empty"
6,56,"white","Empty","Empty"
6,55,"white","Empty","Empty"
6,54,"white","Empty","Empty"
6,53,"white","Empty","Empty"
6,52,"white","Empty","Empty"
6,51,"white","Empty","Empty"
6,50,"white","Empty","Empty"
6,49,"white","Empty","Empty"
6,48,"white","Empty","Empty"
6,47,"white","Empty","Empty"
6,46,"white","Empty","Empty"
6,45,"white","Empty","Empty"
6,44,"white","Empty","Empty"
6,43,"white","Empty","Empty"
6,42,"white","Empty","Empty"
6,41,"white","Empty","Empty"
6,40,"white","Empty","Empty"
6,39,"white","Empty","Empty"
6,38,"white","Empty","Empty"
6,37,"white","Empty","Empty"
6,36,"white","Empty","Empty"
6,35,"white","Empty","Empty"
6,34,"white","Empty","Empty"
6,33,"white","Empty","Empty"
6,32,"white","Empty","Empty"
6,31,"white","Empty","Empty"
6,30,"white","Empty","Empty"
6,29,"white","Empty","Empty"
6,28,"white","Empty","Empty"
6,27,"white","Empty","Empty"
6,26,"white","Empty","Empty"
6,25,"white","Empty","Empty"
6,24,"white","Empty","Empty"
6,23,"white","Empty","Empty"
6,22,"white","Empty","Empty"
6,21,"white","Empty","Empty"
6,20,"white","Empty","Empty"
6,19,"white","Empty","Empty"
6,18,"white","Empty","Empty"
6,17,"white","Empty","Empty"
6,16,"white","Empty","Empty"
6,15,"white","Empty","Empty"
6,14,"white","Empty","Empty"
6,13,"white","Empty","Empty"
6,12,"white","Empty","Empty"
6,11,"white","Empty","Empty"
6,10,"white","Empty","Empty"
6,9,"white","Empty","Empty"
6,8,"white","Empty","Empty"
6,7,"white","Empty","Empty"
